Airport, CitySt, Weather, Time
KEYE,FAYETTE INDIANA,KEYE 200100Z AUTO 08009KT 10SM CLR 00/M06 A3038 RMK T00001060 MADISHFEYE,01:00
KMNM,MENOMINEE MICHIGAN,KMNM 230100Z AUTO 22003KT 10SM CLR M03/M08 A3037 RMK T10301080 MADISHFMNM,01:00
KDFI,DEFIANCE OHIO,KDFI 120100Z AUTO 06011KT 8SM OVC009 M02/M04 A3012 RMK T10201040 MADISHFDFI,01:00
KDFI,PAULDING OHIO,KDFI 120100Z AUTO 06011KT 8SM OVC009 M02/M04 A3012 RMK T10201040 MADISHFDFI,01:00
KADG,FAYETTE OHIO,KADG 200100Z AUTO 08004KT 10SM CLR M04/M09 A3052 RMK T10401090 MADISHFADG,01:00
KYNG,GREENE OHIO,KYNG 200100Z AUTO 13004KT 10SM CLR M03/M10 A3053 RMK T10301100 MADISHFYNG,01:00
KZZV,LICKING OHIO,KZZV 200100Z AUTO 07005KT 10SM CLR 00/M07 A3048 RMK T00001070 MADISHFZZV,01:00
KFNB,NEMAHA NEBRASKA,KFNB 231200Z AUTO 04005KT 4SM BR OVC003 01/00 A2986 RMK T00100000 MADISHFFNB,12:00
KZZV,PUTNAM OHIO,KZZV 120100Z AUTO 06005KT 6SM -RA BR OVC004 03/01 A3009 RMK P0000 T00300010 MADISHFZZV,01:00
KLUK,MONTGOMERY OHIO,KLUK 200100Z AUTO 05005KT 10SM CLR 01/M05 A3045 RMK T00101050 MADISHFLUK,01:00
KHAO,ROSS OHIO,KHAO 200100Z AUTO 09007KT 10SM CLR 01/M04 A3045 RMK T00101040 MADISHFHAO,01:00
KMFD,SHELBY OHIO,KMFD 200100Z AUTO 09007KT 10SM CLR M03/M07 A3048 RMK T10301070 MADISHFMFD,01:00
KDAY,UNION OHIO,KDAY 200100Z AUTO 08008KT 10SM M01/M06 A3045 RMK T10101060 MADISHFDAY,01:00
KHZY,MADISON OHIO,KHZY 200100Z AUTO 00000KT 10SM CLR M06/M10 A3056 RMK T10601100 MADISHFHZY,01:00
KBKL,NOBLE OHIO,KBKL 010100Z AUTO 22012KT 10SM CLR M14/M24 A3038 RMK T11401240 MADISHFBKL,01:00
KZZV,COSHOCTON OHIO,KZZV 010100Z AUTO 00000KT 10SM OVC110 M13/M21 A3038 RMK T11301210 MADISHFZZV,01:00
KY50,MARQUETTE WISCONSIN,KY50 261700Z AUTO 07008KT 10SM OVC065 M14/M20 A3055 RMK T11401200 MADISHFY50,17:00
KMLU,CLAIBORNE LOUISIANA,KMLU 081610Z AUTO 02012KT 10SM CLR 01/M06 A3064 RMK T00101060 MADISHFMLU,16:12
KPHL,PHILADELPHIA PENNSYLVANIA,KPHL 102200Z AUTO 21010KT 10SM 02/M11 A3050 RMK T00201110 MADISHFPHL,22:00
KUCP,COLUMBIANA OHIO,KUCP 200100Z AUTO 11003KT 10SM CLR M03/M09 A3054 RMK T10301090 MADISHFUCP,01:00
KPHD,GUERNSEY OHIO,KPHD 200100Z AUTO 07006KT 10SM CLR M02/M07 A3053 RMK T10201070 MADISHFPHD,01:00
KCVG,HARRISON OHIO,KCVG 200100Z AUTO 09011KT 10SM 01/M06 A3042 RMK T00101060 MADISHFCVG,01:00
KBKL,NOBLE OHIO,KBKL 200100Z AUTO 05005KT 10SM CLR M03/M08 A3055 RMK T10301080 MADISHFBKL,01:00
KPHD,TUSCARAWAS OHIO,KPHD 200100Z AUTO 07006KT 10SM CLR M02/M07 A3053 RMK T10201070 MADISHFPHD,01:00
KZZV,PUTNAM OHIO,KZZV 200400Z AUTO 07006KT 10SM CLR M01/M08 A3040 RMK T10101080 MADISHFZZV,04:00
KUCP,ARMSTRONG PENNSYLVANIA,KUCP 200100Z AUTO 11003KT 10SM CLR M03/M09 A3054 RMK T10301090 MADISHFUCP,01:00
KBTP,BUTLER PENNSYLVANIA,KBTP 200100Z AUTO 08005KT 10SM CLR M04/M09 A3053 RMK T10401090 MADISHFBTP,01:00
KDFI,PAULDING OHIO,KDFI 200400Z AUTO 09006KT 10SM CLR M03/M06 A3045 RMK T10301060 MADISHFDFI,04:00
KBKL,HENRY OHIO,KBKL 200500Z AUTO 04006KT 10SM CLR M03/M07 A3045 RMK T10301070 MADISHFBKL,05:00
KDFI,DEFIANCE OHIO,KDFI 200500Z AUTO 08005KT 10SM CLR M03/M06 A3040 RMK T10301060 MADISHFDFI,05:00
KMLU,OUACHITA LOUISIANA,KMLU 081610Z AUTO 02012KT 10SM CLR 01/M06 A3064 RMK T00101060 MADISHFMLU,16:12
KHLC,NORTON KANSAS,KHLC 231100Z AUTO 05007KT 1/4SM FZFG VV002 M01/M01 A2978 RMK T10101010 MADISHFHLC,11:00
KDUJ,CLARION PENNSYLVANIA,KDUJ 200100Z AUTO 20003KT 10SM CLR M06/M12 A3050 RMK T10601120 MADISHFDUJ,01:00
KELM,GREENE PENNSYLVANIA,KELM 200100Z AUTO 00000KT 10SM CLR M08/M13 A3057 RMK T10801130 MADISHFELM,01:00
KUCP,MERCER PENNSYLVANIA,KUCP 200100Z AUTO 11003KT 10SM CLR M03/M09 A3054 RMK T10301090 MADISHFUCP,01:00
KAOH,MERCER OHIO,KAOH 010100Z AUTO 00000KT 10SM OVC070 M14/M22 A3034 RMK T11401220 MADISHFAOH,01:00
KMFD,SHELBY OHIO,KMFD 010100Z AUTO 21008KT 10SM OVC110 M14/M20 A3030 RMK T11401200 MADISHFMFD,01:00
KMNM,MENOMINEE MICHIGAN,KMNM 092100Z AUTO 07010KT 10SM CLR 00/M04 A2982 RMK T00001040 MADISHFMNM,21:00
KMTO,WABASH ILLINOIS,KMTO 030100Z AUTO 02005KT 10SM SCT028 OVC110 M01/M04 A3021 RMK T10101040 MADISHFMTO,01:00
KCHO,WARREN VIRGINIA,KCHO 011900Z AUTO 05007KT 5SM BR OVC004 03/01 A3015 RMK T00300010 MADISHFCHO,19:00
KROA,ROCKINGHAM VIRGINIA,KROA 011900Z AUTO 13005KT 2SM RA BR OVC006 03/02 A3011 RMK P0001 T00300020 MADISHFROA,19:00
KCMX,ONTONAGON MICHIGAN,KCMX 092100Z AUTO 10014G19KT 10SM CLR 00/M05 A2980 RMK T00001050 MADISHFCMX,21:00
KHTL,ALGER MICHIGAN,KHTL 100100Z AUTO 10019G24KT 10SM BKN110 M01/M09 A2971 RMK T10101090 MADISHFHTL,01:00
KRSL,GRANT KANSAS,KRSL 021500Z AUTO 04015KT 10SM CLR M07/M09 A3029 RMK T10701090 MADISHFRSL,15:00
KDDC,FORD KANSAS,KDDC 021500Z AUTO 05009KT 10SM OVC008 M06/M08 A3020 RMK T10601080 MADISHFDDC,15:00
KGBD,RUSH KANSAS,KGBD 021500Z AUTO 02016KT 10SM CLR M07/M09 A3028 RMK T10701090 MADISHFGBD,15:00
KDDC,GRAY KANSAS,KDDC 021500Z AUTO 05009KT 10SM OVC008 M06/M08 A3020 RMK T10601080 MADISHFDDC,15:00
KDPA,WAYNE ILLINOIS,KDPA 030100Z AUTO 34007KT 10SM OVC027 M02/M08 A3025 RMK T10201080 MADISHFDPA,01:00
KCGI,BOLLINGER MISSOURI,KCGI 030100Z AUTO 03005KT 10SM OVC029 03/M01 A3018 RMK T00301010 MADISHFCGI,01:00
KHTL,ALGER MICHIGAN,KHTL 150600Z AUTO 22014KT 9SM OVC012 03/01 A2938 RMK T00300010 MADISHFHTL,06:00
KHYS,ELLIS KANSAS,KHYS 021500Z AUTO 05011KT 10SM FEW012 M06/M09 RMK T10601090 MADISHFHYS,15:00
KLBL,MEADE KANSAS,KLBL 021500Z AUTO 09007KT 8SM OVC006 M04/M06 A3018 RMK T10401060 MADISHFLBL,15:00
KJLN,CARTER MISSOURI,KJLN 030100Z AUTO 02009KT 8SM OVC036 00/M06 A3020 RMK T00001060 MADISHFJLN,01:00
KBWI,CARROLL MARYLAND,KBWI 031300Z AUTO 02005KT 10SM OVC039 04/M04 A3017 RMK T00401040 MADISHFBWI,13:00
KPHL,PHILADELPHIA PENNSYLVANIA,KPHL 010330Z AUTO 08007KT 10SM 01/M11 A3028 RMK T00101110 MADISHFPHL,03:30
KBWI,CARROLL MARYLAND,KBWI 010100Z AUTO 07010KT 10SM CLR 03/M08 A3020 RMK T00301080 MADISHFBWI,01:00
KCXY,BERKS PENNSYLVANIA,KCXY 010300Z AUTO 08005KT 10SM BKN070 OVC110 01/M11 A3022 RMK T00101110 MADISHFCXY,03:00
KABE,NORTHAMPTON PENNSYLVANIA,KABE 012300Z AUTO 08005KT 10SM OVC016 02/M03 A3022 RMK T00201030 MADISHFABE,23:00
KMPO,LEHIGH PENNSYLVANIA,KMPO 012230Z AUTO 13005KT 10SM SCT016 OVC038 M02/M06 A3014 RMK T10201060 MADISHFMPO,22:30
KROA,ROCKINGHAM VIRGINIA,KROA 010100Z AUTO 12011KT 10SM OVC060 10/03 RMK T01000030 MADISHFROA,01:00
KROA,ROCKINGHAM VIRGINIA,KROA 080400Z AUTO 03002KT 10SM SCT055 SCT070 OVC095 03/M10 A3032 RMK T00301100 MADISHFROA,04:00
KCXY,BERKS PENNSYLVANIA,KCXY 012200Z AUTO 07007KT 10SM OVC019 01/M03 A3020 RMK T00101030 MADISHFCXY,22:00
KCHO,WARREN VIRGINIA,KCHO 010100Z AUTO 04005KT 10SM OVC044 07/M06 A3013 RMK T00701060 MADISHFCHO,01:00
KIAD,FAIRFAX VIRGINIA,KIAD 010100Z AUTO 10007KT 10SM OVC050 04/M08 A3018 RMK T00401080 MADISHFIAD,01:00
KYNG,GREENE OHIO,KYNG 030800Z AUTO 33005KT 9SM SCT013 OVC025 M02/M04 A3012 RMK T10201040 MADISHFYNG,08:00
KMML,COTTONWOOD MINNESOTA,KMML 031800Z AUTO 33011KT 2SM -SN BR OVC004 M11/M12 A2971 RMK T11101120 MADISHFMML,18:00
KROA,ROCKINGHAM VIRGINIA,KROA 031300Z AUTO 10004KT 10SM OVC022 06/01 A3010 RMK T00600010 MADISHFROA,13:00
KABE,NORTHAMPTON PENNSYLVANIA,KABE 100300Z AUTO 13005KT 10SM FEW023 05/M02 A3029 RMK T00501020 MADISHFABE,03:00
KPIA,EDWARDS ILLINOIS,KPIA 030100Z AUTO 35004KT 10SM OVC100 M02/M07 A3028 RMK T10201070 MADISHFPIA,01:00
KUCP,ARMSTRONG PENNSYLVANIA,KUCP 120650Z AUTO 10006KT 8SM UP OVC009 00/M01 A3004 RMK P0000 T00001010 MADISHFUCP,06:52
KSET,HARDIN ILLINOIS,KSET 030100Z AUTO 01005KT 9SM BKN033 BKN120 01/M05 A3026 RMK T00101050 MADISHFSET,01:00
KLWV,JACKSON ILLINOIS,KLWV 030100Z AUTO 35008KT 8SM OVC032 02/M04 A3021 RMK T00201040 MADISHFLWV,01:00
KBTP,BUTLER PENNSYLVANIA,KBTP 120650Z AUTO 09011KT 7SM UP OVC007 00/M01 A3004 RMK P0001 T00001010 MADISHFBTP,06:52
KDAL,DALLAS TEXAS,KDAL 280300Z AUTO ///14G19KT 5SM BR BKN007 01/M01 A3017 RMK T00101010 MADISHFDAL,03:00
KCHO,WARREN VIRGINIA,KCHO 031300Z AUTO 06005KT 4SM -RA BR FEW003 BKN013 OVC022 06/04 A3012 RMK P0000 T00600040 MADISHFCHO,13:00
KPAH,MASSAC ILLINOIS,KPAH 030100Z AUTO 06008KT 9SM OVC025 04/M01 A3014 RMK T00401010 MADISHFPAH,01:00
KDFW,TARRANT TEXAS,KDFW 280300Z AUTO ///17KT 6SM BR OVC008 M01/M02 A3014 RMK T10101020 MADISHFDFW,03:00
KDAL,DALLAS TEXAS,KDAL 280400Z AUTO 34011KT 7SM OVC007 01/M01 A3015 RMK T00101010 MADISHFDAL,04:00
KDFW,TARRANT TEXAS,KDFW 280300Z AUTO ///17KT 6SM BR OVC008 M01/M02 A3014 RMK T10101020 MADISHFDFW,03:00
KGLD,WALLACE KANSAS,KGLD 131600Z AUTO 14014KT 10SM BKN016 OVC022 07/05 RMK T00700050 MADISHFGLD,16:00
KFNB,DAWSON NEBRASKA,KFNB 020600Z AUTO 33005KT 10SM CLR M06/M09 A3026 RMK T10601090 MADISHFFNB,06:00
KODX,GREELEY NEBRASKA,KODX 290800Z AUTO 02010KT 10SM OVC029 03/00 A3017 RMK T00300000 MADISHFODX,08:00
KEAR,KEARNEY NEBRASKA,KEAR 020800Z AUTO 01008KT 10SM BKN015 OVC085 M07/M09 A3029 RMK T10701090 MADISHFEAR,08:00
KHSI,CLAY NEBRASKA,KHSI 020800Z AUTO 36010KT 10SM OVC120 M07/M10 A3029 RMK T10701100 MADISHFHSI,08:00
KHLC,PHILLIPS KANSAS,KHLC 022200Z AUTO 05016KT 6SM HZ OVC015 M07/M10 A3029 RMK T10701100 MADISHFHLC,22:00
KRSL,OSBORNE KANSAS,KRSL 022200Z AUTO 04016KT 10SM BKN015 OVC033 M06/M08 A3026 RMK T10601080 MADISHFRSL,22:00
KCNK,JEWELL KANSAS,KCNK 022300Z AUTO 02013KT 10SM BKN018 OVC050 M07/M11 A3034 RMK T10701110 MADISHFCNK,23:00
KGCC,WESTON WYOMING,KGCC 062000Z AUTO 08007KT 10SM OVC016 M05/M08 RMK T10501080 MADISHFGCC,20:00
KITH,MECKLENBURG NORTH CAROLINA,KITH 020700Z AUTO 07005KT 10SM CLR M05/M08 A3028 RMK T10501080 MADISHFITH,07:00
KUGN,MCHENRY ILLINOIS,KUGN 270900Z AUTO 01002KT 10SM CLR 01/M02 A2994 RMK T00101020 MADISHFUGN,09:00
KMKE,MILWAUKEE WISCONSIN,KMKE 141100Z AUTO ///14KT 10SM SCT044 BKN120 02/M02 A2989 RMK T00201020 MADISHFMKE,11:00
KENW,KENOSHA WISCONSIN,KENW 270700Z AUTO 03004KT 10SM CLR 04/00 A2993 RMK T00400000 MADISHFENW,07:00
KMKE,MILWAUKEE WISCONSIN,KMKE 270700Z AUTO 02002KT 10SM CLR 04/M01 A2993 RMK T00401010 MADISHFMKE,07:00
KRAC,RACINE WISCONSIN,KRAC 270700Z AUTO 00000KT 10SM CLR 04/M01 A2995 RMK T00401010 MADISHFRAC,07:00
KODX,GREELEY NEBRASKA,KODX 102100Z AUTO 02015G22KT 3SM -SN BR OVC006 02/01 A2955 RMK T00200010 MADISHFODX,21:00
KGCC,WESTON WYOMING,KGCC 101000Z AUTO 04005KT 1/2SM SN FG VV007 01/01 A2971 RMK P0000 T00100010 MADISHFGCC,10:00
KLSE,HOUSTON MINNESOTA,KLSE 100900Z AUTO 09008KT 10SM CLR A3003 RMK MADISHFLSE,09:00
KRFD,WINNEBAGO ILLINOIS,KRFD 270900Z AUTO 03005KT 10SM 07/M01 A2995 RMK T00701010 MADISHFRFD,09:00
KSET,KANE ILLINOIS,KSET 170400Z AUTO 07008KT 10SM FEW065 FEW095 OVC120 M01/M03 A2987 RMK T10101030 MADISHFSET,04:00
KHLC,PHILLIPS KANSAS,KHLC 191600Z AUTO 10010KT 2 1/2SM BR OVC004 M09/M10 RMK T10901100 MADISHFHLC,16:00
KEVV,POSEY INDIANA,KEVV 010300Z AUTO 00000KT 10SM OVC085 M05/M10 A3025 RMK T10501100 MADISHFEVV,03:00
KBMG,SPENCER INDIANA,KBMG 010300Z AUTO 08005KT 10SM OVC045 M09/M14 A3025 RMK T10901140 MADISHFBMG,03:00
KJYR,YORK NEBRASKA,KJYR 161700Z AUTO 12009KT 10SM OVC025 M11/M13 A2993 RMK AO2JYR,17:00
KRSL,OSBORNE KANSAS,KRSL 191600Z AUTO 07008KT 4SM BR OVC006 M08/M08 A3029 RMK T10801080 MADISHFRSL,16:00
KLNK,SEWARD NEBRASKA,KLNK 191800Z AUTO 09008KT 10SM SCT120 M06/M10 A3039 RMK T10601100 MADISHFLNK,18:00
KDDH,BENNINGTON VERMONT,KDDH 271500Z AUTO 22002KT 10SM FEW075 BKN090 M06/M22 A3038 RMK T10601220 VRB03KT  MADISHFDDH,15:00
KGRI,HOWARD NEBRASKA,KGRI 161500Z AUTO 12009KT 8SM OVC026 M12/M14 A2994 RMK T11201140 MADISHFGRI,15:00
KODX,GREELEY NEBRASKA,KODX 191600Z AUTO 12007KT 9SM FEW011 OVC041 M09/M12 A3032 RMK T10901120 MADISHFODX,16:00
KEAR,KEARNEY NEBRASKA,KEAR 191700Z AUTO 10007KT 8SM UP OVC009 M07/M11 A3029 RMK P0000 T10701110 MADISHFEAR,17:00
KEAR,KEARNEY NEBRASKA,KEAR 231100Z AUTO 03010KT 1/2SM FZFG OVC002 M03/M03 A2984 RMK T10301030 MADISHFEAR,11:00
KFDK,FREDERICK MARYLAND,KFDK 010700Z AUTO 00000KT 10SM SCT080 OVC090 M13/M15 A3046 RMK AO2FDK,07:00
KGCC,WESTON WYOMING,KGCC 142300Z AUTO 17003KT 10SM CLR M03/M09 RMK T10301090 MADISHFGCC,23:00
KUGN,MCHENRY ILLINOIS,KUGN 170400Z AUTO 08013KT 10SM OVC022 M03/M08 A3002 RMK T10301080 MADISHFUGN,04:00
KYNG,GREENE OHIO,KYNG 010100Z AUTO 22003KT 10SM M16/M23 A3031 RMK T11601230 MADISHFYNG,01:00
KHAO,ROSS OHIO,KHAO 101000Z AUTO 05006KT 10SM CLR M07/M10 A3054 RMK T10701100 MADISHFHAO,10:00
KEHR,HENDERSON KENTUCKY,KEHR 010300Z AUTO 09003KT 10SM FEW045 OVC085 M04/M09 A3023 RMK T10401090 MADISHFEHR,03:00
KCVG,UNION KENTUCKY,KCVG 010300Z AUTO 07008KT 9SM -SN OVC060 M08/M14 A3027 RMK T10801140 MADISHFCVG,03:00
KCVG,CRITTENDEN KENTUCKY,KCVG 010300Z AUTO 07008KT 9SM -SN OVC060 M08/M14 A3027 RMK T10801140 MADISHFCVG,03:00
KBWI,CARROLL MARYLAND,KBWI 010700Z AUTO 00000KT 10SM CLR M11/M15 A3044 RMK T11101150 MADISHFBWI,07:00
KLOZ,LIVINGSTON KENTUCKY,KLOZ 151600Z AUTO 24007KT 10SM BKN024 BKN030 OVC039 12/07 A2981 RMK T01200070 MADISHFLOZ,16:00
KGRI,HOWARD NEBRASKA,KGRI 191600Z AUTO 12010KT 10SM BKN013 M10/M13 A3036 RMK T11001130 MADISHFGRI,16:00
KAOH,MERCER OHIO,KAOH 200100Z AUTO 10006KT 10SM CLR M01/M06 A3046 RMK T10101060 MADISHFAOH,01:00
KMNM,MENOMINEE MICHIGAN,KMNM 232200Z AUTO 09009KT 10SM OVC033 01/M02 A2985 RMK T00101020 MADISHFMNM,22:00
KCVG,CRITTENDEN KENTUCKY,KCVG 151600Z AUTO 28011KT 7SM CLR 04/M03 A2982 RMK T00401030 MADISHFCVG,16:00
KLUK,CALDWELL KENTUCKY,KLUK 151700Z AUTO 28013KT 10SM CLR 06/M05 A2987 RMK T00601050 MADISHFLUK,17:00
KRFD,WINNEBAGO ILLINOIS,KRFD 170300Z AUTO 09014KT 10SM OVC021 M03/M08 A3003 RMK T10301080 MADISHFRFD,03:00
KHSI,CLAY NEBRASKA,KHSI 150300Z AUTO 36010KT 10SM CLR M08/M14 A3004 RMK T10801140 MADISHFHSI,03:00
KAGC,LAWRENCE PENNSYLVANIA,KAGC 200100Z AUTO 06003KT 10SM CLR M03/M10 A3052 RMK T10301100 MADISHFAGC,01:00
KHTL,ALGER MICHIGAN,KHTL 230400Z AUTO 11003KT 10SM CLR M06/M09 A3037 RMK T10601090 MADISHFHTL,04:00
KYNG,WARREN OHIO,KYNG 200100Z AUTO 13004KT 10SM CLR M03/M10 A3053 RMK T10301100 MADISHFYNG,01:00
KPAH,MASSAC ILLINOIS,KPAH 151700Z AUTO 01011KT 10SM SCT075 OVC090 02/M06 A2997 RMK T00201060 MADISHFPAH,17:00
KFFT,CHRISTIAN KENTUCKY,KFFT 152000Z AUTO 29008KT 10SM OVC065 05/M04 A2988 RMK T00501040 MADISHFFFT,20:00
KODX,GREELEY NEBRASKA,KODX 161500Z AUTO 14006KT 2SM -SN BR OVC007 M11/M13 A2988 RMK T11101130 VRB06KT  MADISHFODX,15:00
KPHL,PHILADELPHIA PENNSYLVANIA,KPHL 111200Z AUTO 09005KT 1 1/2SM -SN BR BKN006 OVC011 M01/M03 A3029 RMK T10101030 MADISHFPHL,12:00
KEHR,HENDERSON KENTUCKY,KEHR 151600Z AUTO 32010KT 10SM CLR M01/M04 A2998 RMK T10101040 MADISHFEHR,16:00
KCVG,UNION KENTUCKY,KCVG 151600Z AUTO 28011KT 7SM CLR 04/M03 A2982 RMK T00401030 MADISHFCVG,16:00
KHNB,JASPER INDIANA,KHNB 111350Z AUTO 07004KT 5SM -RA BR OVC003 04/04 A3009 RMK P0003 T00400040 MADISHFHNB,13:45
KGSH,BENTON INDIANA,KGSH 111330Z AUTO 06008KT 2SM BR OVC004 M04/M04 A3017 RMK T10401040 MADISHFGSH,13:30
KSET,HARDIN ILLINOIS,KSET 151600Z AUTO 33008KT 10SM OVC090 M06/M13 A3007 RMK T10601130 MADISHFSET,16:00
KFNB,DAWSON NEBRASKA,KFNB 161400Z AUTO 00000KT 7SM CLR M17/M18 A3006 RMK T11701180 MADISHFFNB,14:00
KEVV,POSEY INDIANA,KEVV 151500Z AUTO 32006KT 10SM BKN015 M01/M04 A2995 RMK T10101040 MADISHFEVV,15:00
KBMG,SPENCER INDIANA,KBMG 151500Z AUTO /////KT RMK MADISHFBMG,15:00
KROA,ROCKINGHAM VIRGINIA,KROA 171400Z AUTO 15003KT 10SM OVC039 01/M05 A3010 RMK T00101050 MADISHFROA,14:00
KOFP,CAROLINE VIRGINIA,KOFP 200200Z AUTO 00000KT 10SM CLR 03/M07 A3060 RMK T00301070 MADISHFOFP,02:00
KRFD,WINNEBAGO ILLINOIS,KRFD 270100Z AUTO 09009KT 10SM BKN018 OVC041 M06/M09 A3036 RMK T10601090 MADISHFRFD,01:00
KEYE,FAYETTE INDIANA,KEYE 010100Z AUTO 11006KT 1 1/2SM -SN OVC021 M12/M16 A3030 RMK T11201160 MADISHFEYE,01:00
KCGI,BOLLINGER MISSOURI,KCGI 151500Z AUTO 35011KT 10SM OVC110 00/M05 A3001 RMK T00001050 MADISHFCGI,15:00
KJEF,SCOTT MISSOURI,KJEF 151500Z AUTO 32006KT 10SM OVC075 M06/M11 A3006 RMK T10601110 MADISHFJEF,15:00
KCHO,WARREN VIRGINIA,KCHO 171400Z AUTO 00000KT 10SM OVC049 02/M06 A3010 RMK T00201060 MADISHFCHO,14:00
KLHQ,CARROLL OHIO,KLHQ 200100Z AUTO 08006KT 10SM CLR 00/M06 A3046 RMK T00001060 MADISHFLHQ,01:00
KPOF,STODDARD MISSOURI,KPOF 151500Z AUTO 04007KT 10SM OVC100 02/M04 A2997 RMK T00201040 MADISHFPOF,15:00
KDPA,WAYNE ILLINOIS,KDPA 151400Z AUTO 28012KT 10SM CLR M12/M17 A2987 RMK T11201170 MADISHFDPA,14:00
KMNM,MENOMINEE MICHIGAN,KMNM 071200Z AUTO 04007KT 2SM UP BR OVC007 M07/M08 A2998 RMK P0000 T10701080 MADISHFMNM,12:00
KJLN,JASPER MISSOURI,KJLN 150720Z AUTO 02010KT 6SM HZ CLR M03/M06 A2996 RMK T10301060 MADISHFJLN,07:15
KELM,GREENE PENNSYLVANIA,KELM 010100Z AUTO 25005KT 10SM CLR M14/M26 A3028 RMK T11401260 MADISHFELM,01:00
KHSI,CLAY NEBRASKA,KHSI 191600Z AUTO 12012KT 6SM BR OVC012 M10/M12 A3034 RMK T11001120 MADISHFHSI,16:00
KZZV,COSHOCTON OHIO,KZZV 200100Z AUTO 07005KT 10SM CLR 00/M07 A3048 RMK T00001070 MADISHFZZV,01:00
KJLN,CARTER MISSOURI,KJLN 151400Z AUTO 06014KT 4SM -SN BKN060 OVC079 M04/M07 A2990 RMK T10401070 MADISHFJLN,14:00
KBWI,CARROLL MARYLAND,KBWI 171600Z AUTO 15003KT 10SM CLR 01/M07 A3017 RMK T00101070 MADISHFBWI,16:00
KPIA,EDWARDS ILLINOIS,KPIA 151400Z AUTO 31006KT 10SM CLR M12/M16 A2998 RMK T11201160 MADISHFPIA,14:00
KMTO,WABASH ILLINOIS,KMTO 151400Z AUTO 29010KT 10SM CLR M07/M09 A2995 RMK T10701090 MADISHFMTO,14:00
KPOF,PULASKI MISSOURI,KPOF 151100Z AUTO 35011KT 7SM CLR 03/M01 A2988 RMK T00301010 MADISHFPOF,11:00
KEAR,KEARNEY NEBRASKA,KEAR 150300Z AUTO 36011KT 10SM OVC100 M08/M14 A3003 RMK T10801140 MADISHFEAR,03:00
KILN,HIGHLAND OHIO,KILN 010100Z AUTO 17004KT 10SM OVC048 M12/M17 A3032 RMK T11201170 MADISHFILN,01:00
KLXT,RIPLEY MISSOURI,KLXT 151400Z AUTO 04008KT 10SM BKN060 OVC075 M09/M15 A3005 RMK T10901150 MADISHFLXT,14:00
KSGF,CHRISTIAN MISSOURI,KSGF 150850Z AUTO 01008KT 8SM SCT013 M03/M07 A2990 RMK T10301070 MADISHFSGF,08:50
KLXT,CAMDEN MISSOURI,KLXT 151000Z AUTO 01011KT 10SM CLR M09/M13 A3000 RMK T10901130 MADISHFLXT,10:00
KJYR,POLK NEBRASKA,KJYR 161700Z AUTO 12009KT 10SM OVC025 M11/M13 A2993 RMK AO2JYR,17:00
KCNK,JEWELL KANSAS,KCNK 191600Z AUTO 10010G15KT 10SM BKN120 M07/M10 A3036 RMK T10701100 MADISHFCNK,16:00
KJLN,SCOTLAND MISSOURI,KJLN 301700Z AUTO 01008KT 3SM BR OVC004 02/02 A3011 RMK T00200020 MADISHFJLN,17:00
KCOU,CLARK MISSOURI,KCOU 301700Z AUTO 02011KT 10SM OVC007 03/02 A3011 RMK T00300020 CIG 6V10  MADISHFCOU,17:00
KCWI,CLINTON IOWA,KCWI 301800Z AUTO 36010KT 10SM OVC060 03/M03 A3020 RMK T00301030 MADISHFCWI,18:00
KFOD,JONES IOWA,KFOD 301530Z AUTO 36005KT 5SM -SN SCT028 OVC033 M02/M07 A3037 RMK T10201070 MADISHFFOD,15:30
KCID,LOUISA IOWA,KCID 301900Z AUTO 01015KT 10SM BKN050 OVC070 01/M05 A3020 RMK T00101050 MADISHFCID,19:00
KDBQ,DUBUQUE IOWA,KDBQ 301330Z AUTO 01010KT 10SM OVC085 M01/M06 A3029 RMK T10101060 MADISHFDBQ,13:25
KSUX,LEE IOWA,KSUX 301900Z AUTO 32011KT 10SM FEW070 01/M09 A3032 RMK T00101090 MADISHFSUX,19:00
KSET,CARROLL ILLINOIS,KSET 301700Z AUTO /////KT A3010 RMK MADISHFSET,17:00
KY50,MARQUETTE WISCONSIN,KY50 101900Z AUTO 06011KT 10SM OVC022 02/M03 A3006 RMK T00201030 MADISHFY50,19:00
KSBM,SHEBOYGAN WISCONSIN,KSBM 101900Z AUTO 06014KT 10SM OVC025 03/M02 A3009 RMK T00301020 MADISHFSBM,19:00
KBTL,BEADLE SOUTH DAKOTA,KBTL 101300Z AUTO 12005KT 10SM CLR 13/11 A3017 RMK T01300110 MADISHFBTL,13:00
KSUX,DIXON NEBRASKA,KSUX 281800Z AUTO 14007KT 10SM OVC011 M03/M05 A3043 RMK T10301050 MADISHFSUX,18:00
KENW,KENOSHA WISCONSIN,KENW 302350Z AUTO 01009G14KT 10SM OVC016 04/02 A3006 RMK T00400020 MADISHFENW,23:45
KY50,MARQUETTE WISCONSIN,KY50 301700Z AUTO 33005KT 10SM OVC100 02/M08 A3030 RMK T00201080 MADISHFY50,17:00
KMKE,MILWAUKEE WISCONSIN,KMKE 302000Z AUTO 36009KT 10SM BKN013 OVC021 05/02 A3013 RMK T00500020 MADISHFMKE,20:00
KRAC,RACINE WISCONSIN,KRAC 302050Z AUTO 04013KT 10SM OVC043 06/01 A3012 RMK T00600010 MADISHFRAC,20:45
